© 2000-2023 QIAGEN. All rights reserved.

Upstream Regulators	WT.Adult.CtrlRescue.vs.WT.Adult.Alone.sig2 - 2023-02-07 03:42 PM	HD.Neonatal.Rescue.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.Alone.vs.HD.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Alone.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Neonatal.CtrlRescue.vs.WT.Neonatal.Alone.sig - 2022-12-10 05:36 PM	WT.Adult.Rescue.vs.WT.Adult.Alone.sig - 2022-12-10 05:35 PM	WT.Adult.CtrlRescue.vs.WT.Neonatal.CtrlRescue.sig - 2022-12-10 05:35 PM	WT.Adult.Rescue.vs.HD.Neonatal.Rescue.sig - 2022-12-10 05:35 PM
ANKS1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
soluble gamma-secretase modulator 41	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DIS3L2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAX4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZNRD1ASP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RSF1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AGRN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
neocuproine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
2'-adenylic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TOR2A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
S1PR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DVL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Dynamin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAPN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Fe2+	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBE2M	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ergothioneine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
phloretin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BORCS8-MEF2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
YF438	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VPS41	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
deoxyapoaranotin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CPEB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SKF-38393	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-320b (and other miRNAs w/seed AAAGCUG)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ETS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
uncarinic acid E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CALCOCO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ETV6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC9A9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WDR5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PAK1/2/3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ginsenoside derivative	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNA15	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STX3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LRRFIP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
bornyl caffeate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BB 3103	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAB11B-AS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Cathepsin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
styrofoam	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PGD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EFEMP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DRD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Meis1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VAV2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYB5R4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
cyclosporin H	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
octachlorodibenzofuran	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lisinopril	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TOP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AIFM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZIC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SP100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RPE65	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLGN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HGSNAT	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
8-methyl-pyridoxatin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methyllycaconitine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ME1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CINP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-193a-3p (and other miRNAs w/seed ACUGGCC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KAT6B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZBTB16-RARA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
crocin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIEF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NECTIN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SSPN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mansonone E	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tranylcypromine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ARL5B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AKIRIN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
acetoacetic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UBR5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAY1082439	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
H2BW2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-tocopherol succinate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP4K3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CPXM1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1'-acetoxychavicol acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HMGN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BACE1-AS	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PICALM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DHRS7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mt	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRTC1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADGRG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CP-673451	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LY 354740	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAPN3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HSD17B12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
INTS11	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HAO1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HIF1AN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SERPINB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FKHR	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RAD21L1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
taspoglutide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
artemisinin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
quetiapine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACKR3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SDHB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CASS4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LMO3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NE 100	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
IC261	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSK2656157	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNORD21	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKAR1A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TWIST	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dihematoporphyrin ether	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PROKR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mevalonic acid	N/A	N/A	N/A	0.0	N/A	N/A	N/A	N/A
ARID1B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LINC00461	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Trk Receptor	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Manf	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FGF14	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYEOV	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HAS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRP54	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
orlistat	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MXD4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MFN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NAGLU	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lipofermata	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RFXANK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
trandolapril	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADCY2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Astra 1397	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
atenolol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3-hydroxyflavone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rigosertib	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MME	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RO5256390	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RBP7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MCL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DKK4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ADAMTS5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSMA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
retinol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ras homolog	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sphingosine kinase inhibitor V	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRT2104	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DIRAS2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SCO2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
isorhapontigenin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-alanine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-382-5p (miRNAs w/seed AAGUUGU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
WJ9708012	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRPC3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AP2M1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NUB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GFPT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ABHD5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylene blue	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ECE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SH2B2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CTH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NSD3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LMO4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
3',4',7-trihydroxyisoflavone	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BAD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PSMC4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ghrelin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HNRNPAB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AK1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BW-755C	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tubulin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-452	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP1S	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRSF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CYLD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
allopurinol	N/A	N/A	N/A	N/A	N/A	N/A	0.0	N/A
EFNA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lymphokine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
heteronemin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
lonaprisan	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
fungal taxol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HS-243	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NFASC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DELE1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TERF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FSCN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CNOT6L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FAF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SH3GLB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
spliceostatin A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N6-methyl-(R)-roscovitine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
COL6A1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ZSCAN10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DGAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K5	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
iso-alpha acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OSBPL8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
N-[3-(trifluoromethyl)phenyl]retinamide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PX-866	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RFXAP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SENP7	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAP3K20	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLCB1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
soraphen-A1alpha	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM26	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5-hydroxydecanoic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
APOL1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-350 (and other miRNAs w/seed UCACAAA)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CGP 42112	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
mir-375	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NMNAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ULK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
butylated hydroxytoluene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
carvedilol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KLB	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DLGAP3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAPK10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
p-cuminaldehyde	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
meayamycin B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
AKR1B10	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1-benzyl-2-phenylbenzimidazole	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NDUFAF3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HNRNPD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-197-3p (and other miRNAs w/seed UCACCAC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
xanthohumol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
coomassie brilliant blue	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
KDELR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PHA-767491	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LGMN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Meg3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TRIM32	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNRPA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCDIN3D	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
STAG3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PBX2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RNF138	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Jun-ATF2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-asparagine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SNHG6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGC (family)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-histidine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
quisqualic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PLA2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EIF2B2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
5430416N02Rik	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CaCCinh-A01	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LINC01021_NR_038848.1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MT-ND2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
betulinic acid	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GPD1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PALMD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
myrcene	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MCM8	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRMT2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRAG1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
22-hydroxycholesterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDS5B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GDF9	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
diazepam	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C1QA	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
anti-benzo(a)pyrene-diol-epoxide	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PDE3A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMP12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
epoprostenol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NLGN1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RP11_469A152	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
EGR4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
geranylgeranyl pyrophosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RRAD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CD244	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
4-(3',5'-dimethoxybenzyloxy)-6-methoxyquinolin-2(1H)-one	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GNB3	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CXCR1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
BCL201	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Ro 20-1724	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-673-5p (and other miRNAs w/seed UCACAGC)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
gamma-tocotrienol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
1,1-bis(3'-indolyl)-1-(4-hydroxyphenyl)methane	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tamsulosin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MYOCD	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CAMKK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ISL2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sapropterin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
sodium acetate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PJA1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
atractyloside	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ID4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRN694	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
verteporfin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SGI 1776	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MIR5590	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Pzp	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PRKCG	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
rheoswitch ligand 1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PK2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
methylphenazonium methosulfate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
(-)-gossypol-enriched cottonseed oil	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FOXP4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ACAT1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
FBXO2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ferric ammonium citrate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GCLM	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CRIP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NACC2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
miR-140-5p (and other miRNAs w/seed AGUGGUU)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
UGDH	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
carboxymethylflavin	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
PFDN2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
GSC	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HOXB2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
HCV 796	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NOSTRIN	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
alpha-tocopherol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
LASP1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Mt1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DOT1L	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
NR2C1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
Hmgb1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
allose	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
p38 Sapk	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
L-type Calcium Channel	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
CB-5083	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
C17orf98	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
dexamethasone phosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SYP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
VPS39	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SLC17A6	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RO31-9790	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
zinc	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
TP53BP2	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
DEGS1	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ALK	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
tri-o-cresyl phosphate	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
ATG12	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MAT2B	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
RILP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
24(S),25-epoxycholesterol	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
melamine	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
SRI-011381	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
